name,gender,nationality,nationalityID,birth
Aidah Amatstam,female,Suriname,Q730,1967
Petra Ecclestone,female,United Kingdom,Q145,1988
Pnina Tornai,female,Israel,Q801,1962
Pontine Paus,female,Norway,Q20,1973
Eva Fuchs,female,Austria,Q40,1941
Yordanka Manolova,female,Bulgaria,Q219,1885
Nina Hollein,female,Austria,Q40,1971
Marina Raphael,female,Greece,Q41,1998
Gret Kalous,female,Cisleithania,Q533534,1892
Osceola Macarthy Adams,female,United States,Q30,1890
Paola Hernandez,female,Mexico,Q96,1982
Julia Restoin Roitfeld,female,France,Q142,1980
Kara Laricks,female,United States,Q30,1973
Pauline Flöge,female,Cisleithania,Q533534,1866
Helene Flöge,female,Cisleithania,Q533534,1871
Lyubov Panchenko,female,Soviet Union,Q15180,1938
Anna October,female,Ukraine,Q212,1991
Bukunmi Adeaga Ilori,female,Nigeria,Q1033,1990
Chanique Rabe,female,Namibia,Q1030,1997
Txell Miras,female,Spain,Q29,1976
Brigitte Meier-Schomburg,female,Austria,Q40,1945
Adél Kovács,female,Hungary,Q28,1987
Nadia Bartel,female,Australia,Q408,1985
Annika Warberg,female,Sweden,Q34,1943
Mia Murray-Lindgren,female,Sweden,Q34,1948
Suzanne Pellin,female,France,Q142,1855
Lunathi Mampofu,female,South Africa,Q258,1987
Boža Košak,female,Free Territory of Trieste,Q391980,1915
Badi Batchelor,female,Norway,Q20,1941
Ritu Kumar,female,Dominion of India,Q1775277,1944
Ritu Beri,female,India,Q668,1972
Mana Shetty,female,India,Q668,1965
Janet Reger,female,United Kingdom,Q145,1935
Janina Fry,female,Finland,Q33,1973
Ilana Berkovitz,female,Germany,Q183,1977
Sarah De Saint Hubert,female,Belgium,Q31,1980
Toos Franken,female,Belgium,Q31,1989
Joke Houbrechts,female,Belgium,Q31,1958
Anne Kurris,female,Belgium,Q31,1959
Meryll Rogge,female,Belgium,Q31,1984
"Rosita Spencer-Churchill, Duchess of Marlborough",female,United Kingdom,Q145,1943
Roxy Saint,female,United States,Q30,1977
Silvia Tcherassi Solano,female,Colombia,Q739,1965
Sonia Fares,female,Lebanon,Q822,1949
Sonja Nuttall,female,United Kingdom,Q145,1973
Sonja de Lennart,female,Germany,Q183,1920
Susannah Constantine,female,United Kingdom,Q145,1962
Suzanne Lee,female,United Kingdom,Q145,1970
Sveta Planman,female,Finland,Q33,1979
Sybil Connolly,female,United Kingdom of Great Britain and Ireland,Q174193,1921
Tae Ashida,female,Japan,Q17,1964
Tara Jarmon,female,Canada,Q16,1962
Ruchira Silva,female,Sri Lanka,Q854,1975
Ruqsana Begum,female,United Kingdom,Q145,1983
Maggy Baum,female,Belgium,Q31,1931
Sarah Corynen,female,Belgium,Q31,1970
Olivia Couvreur,female,Belgium,Q31,1991
Kathleen Kuppens,female,Belgium,Q31,1959
Berthe De Camps,female,Belgium,Q31,1911
Sophie Albou,female,France,Q142,1967
Sophie Gimbel,female,United States,Q30,1898
Sophie Hulme,female,United Kingdom,Q145,2000
Stella Mary Newton,female,United Kingdom,Q145,1901
Chiara Ferragni,female,Italy,Q38,1987
Kay Cohen,female,New Zealand,Q664,1952
Kay Unger,female,United States,Q30,1945
Keiko Bonk,female,United States,Q30,1954
Kelli Martin,female,United States,Q30,1980
Kelly Carrington,female,United States,Q30,1986
"Princess Angela, Princess Maximilian of Liechtenstein",female,Panama,Q804,1958
Prue Acton,female,Australia,Q408,1943
Rebecca Judd,female,Australia,Q408,1983
Rebecca Taylor,female,New Zealand,Q664,1969
Gabriella Lomm,female,Sweden,Q34,1994
Adriana Arakake,female,Brazil,Q155,1974
Ester Barros,female,Brazil,Q155,1969
Else Raydt,female,Germany,Q183,1883
Meghna Sharma,female,Indonesia,Q252,1995
Ricky Ben Ari,female,Israel,Q801,1936
Marie de Solar,female,France,Q142,1860
Rahvaunia,female,United States,Q30,1971
Titti Wrange,female,Sweden,Q34,1933
Adrienne Steckling-Coen,female,United States,Q30,1934
Abiodun Folashade Tokunbo,female,Nigeria,Q1033,1980
Toyin Lawani,female,Nigeria,Q1033,1982
Mimi Linda Yina,female,Nigeria,Q1033,1982
Sandrah Tubobereni,female,Nigeria,Q1033,1991
Salvacion Lim Higgins,female,Philippines,Q928,1920
Margareta Magnusson,female,Sweden,Q34,1934
Mariska Karasz,female,United States,Q30,1898
Meri Katrantzou,female,Greece,Q41,1983
Mary McFadden,female,United States,Q30,1938
Mary Ping,female,United States,Q30,1978
Mary Young Pickersgill,female,United States,Q30,1776
Maria Knutsson,female,Sweden,Q34,1936
Katharine Hamnett,female,United Kingdom,Q145,1947
Katie Gallagher,female,United States,Q30,1986
Katie Larmour,female,Ireland,Q27,1985
Katie Perry,female,Australia,Q408,1980
Sadaf Malaterre,female,Pakistan,Q843,1975
Sally Ridge,female,New Zealand,Q664,1970
Samata,female,United Kingdom,Q145,1989
Sandra Sakata,female,United States,Q30,1940
Sang A Yim-Propp,female,South Korea,Q884,1973
Vera Nádor,female,Hungary,Q28,1919
Sophie Zinga,female,Senegal,Q1041,1980
Karen Gee,female,Australia,Q408,1973
Matea Benedetti,female,Socialist Federal Republic of Yugoslavia,Q83286,1975
Vroni Hegi,female,Switzerland,Q39,1937
Kristine Dahl,female,Norway,Q20,1867
Oksana Tandit,female,Estonia,Q191,1974
Romay Davis,female,United States,Q30,1919
Lelé,female,Argentina,Q414,1990
Sanja Veličković,female,Socialist Federal Republic of Yugoslavia,Q83286,1965
Cami James,female,Australia,Q408,1986
Myra Sinn,female,Australia,Q408,1949
Mariya Milovidova,female,Ukraine,Q212,1982
Jessica Kyzer,female,United States,Q30,1991
Tasha & Tracie,female,Brazil,Q155,1995
Yadah,female,Nigeria,Q1033,1996
Riina Põldroos,female,Estonia,Q191,1976
Ksenia Craven,female,United States,Q30,1986
Medora Manero,female,Argentina,Q414,1920
Nabilla Benattia,female,France,Q142,1992
Junko Koshino,female,Japan,Q17,1939
Hiroko Koshino,female,Japan,Q17,1937
Paloma Povedano,female,Spain,Q29,1974
Marieka Ratsma,female,Kingdom of the Netherlands,Q29999,1984
Els Gerhardt-Lutkie,female,Kingdom of the Netherlands,Q29999,1906
Anabel Ramirez,female,Colombia,Q739,1996
Sassa Jimenez,female,Philippines,Q928,1987
Shaina NC,female,India,Q668,1972
Shoshanna Lonstein-Gruss,female,United States,Q30,1975
Tsumori Chisato,female,Japan,Q17,1954
Vaneeza Ahmad,female,Pakistan,Q843,1971
Vanessa Noel,female,United States,Q30,1961
Sumalagu,female,Later Jin (1616-1636),Q1062546,1615
Thuy Diep,female,United States,Q30,1980
Tigerlily Hill,female,United Kingdom,Q145,1977
Micol Incorvaia,female,Italy,Q38,1993
María Rosa Cazamor,female,Cuba,Q241,1896
Deborah Crowe,female,New Zealand,Q664,1963
Piippa Lappalainen,female,Finland,Q33,1940
Iga Węglińska,female,Poland,Q36,1986
Manuela Rasjido,female,Argentina,Q414,1952
Ineeleng Kavindama,female,Botswana,Q963,1973
Nadia Napreychikov,female,Russia,Q159,1987
Melinda Looi,female,Malaysia,Q833,1975
Venera Mustafa,female,Kosovo,Q1246,1981
Vera Maxwell,female,United States,Q30,1901
Veronica Scott,female,United States,Q30,1986
Vivienne Poy,female,Canada,Q16,1941
Ingeborg Bohne-Fiegert,female,Germany,Q183,1921
Jazmin Yvette Gonzalez Luna,female,Australia,Q408,1987
Kadri Keung,female,Hong Kong,Q8646,2000
Hinke Luiten,female,Kingdom of the Netherlands,Q29999,1955
Anu Lensment,female,Estonia,Q191,1971
Olga Naum,female,Argentina,Q414,1948
Jarmila Navrátilová,female,Czechoslovakia,Q33946,1925
Julia Lang,female,Tanzania,Q924,1989
Elanie Kohama,female,Canada,Q16,2017
Veronika Kostková,female,Slovakia,Q214,1985
Michiko Koshino,female,Japan,Q17,1943
Mimi Đurović,female,Montenegro,Q236,1983
Molly Parnis,female,United States,Q30,1902
Monica Boyar,female,United States,Q30,1920
Isabela Capeto,female,Brazil,Q155,1970
Isilda Pelicano,female,Portugal,Q45,1949
Manuela Tojal,female,Portugal,Q45,1956
Maria Gambina,female,Portugal,Q45,1969
Barbara Bates,female,United States,Q30,1955
Barbara Hoff,female,Poland,Q36,1932
Kina Fernández,female,Spain,Q29,1947
Ximena Valero,female,Mexico,Q96,1977
Xymena Zaniewska-Chwedczuk,female,Poland,Q36,1927
Yohanna Logan,female,United States,Q30,1975
Yuliya Polishchuk,female,Ukraine,Q212,1983
Zara Bate,female,Australia,Q408,1909
Zeena Zaki,female,Kingdom of Denmark,Q756617,1974
Zelda Wynn Valdes,female,United States,Q30,1905
Uno Kanda,female,Japan,Q17,1975
Harumi Fukuda,female,Japan,Q17,1968
Michi Takehisa,female,Empire of Japan,Q188712,1930
Yukiko Hanai,female,Empire of Japan,Q188712,1937
Chinatsu Wakatsuki,female,Japan,Q17,1984
Tiziana Domínguez,female,Spain,Q29,1985
Tracy Negoshian,female,United States,Q30,1981
Tracy Reese,female,United States,Q30,1964
Barbara Plavec Brodnjak,female,Socialist Federal Republic of Yugoslavia,Q83286,1973
Ana Milena Gutiérrez,female,Colombia,Q739,1981
Giulia Frangiluna,female,Italy,Q38,2000
Ilke Cop,female,Belgium,Q31,1988
Marianne Zels,female,Cisleithania,Q533534,1876
Vesna Gaberščik-Ilgo,female,Socialist Federal Republic of Yugoslavia,Q83286,1944
Franca Fendi,female,Italy,Q38,1935
Victoria Gok,female,Russia,Q159,1994
Elvira Yankovskaya,female,Soviet Union,Q15180,1980
Tomoyo Nishiwaki,female,Japan,Q17,1969
Keito Sakai,female,Japan,Q17,1982
Michiko Suzuki,female,Japan,Q17,1979
Mayumi Hasegawa,female,Japan,Q17,1977
Masaki,female,Japan,Q17,1972
Yuki Torii,female,Japan,Q17,1943
Folorunso Alakija,female,Nigeria,Q1033,1951
Yumi Charraut,female,Japan,Q17,1938
Toshiko Nakamura,female,Japan,Q17,1937
Yumi Itō,female,Empire of Japan,Q188712,1941
Hanii Itō,female,Japan,Q17,1980
Blanka Matragi,female,Czech Republic,Q213,1953
Lee Young-hee,female,South Korea,Q884,1936
Teresa Helbig,female,Spain,Q29,1963
Yukiko Kimijima,female,Japan,Q17,1929
Sonia Kabanda Maliza,female,Democratic Republic of the Congo,Q974,1976
Zlata Lamrová,female,Czech Republic,Q213,1974
Bibi Chemnitz,female,Kingdom of Denmark,Q756617,1983
Rafaela Andrade,female,Brazil,Q155,1996
Peggy Hunt,female,United States,Q30,1892
Mandira Wirk,female,India,Q668,1974
Lila Bath,female,United States,Q30,1910
Ewa Szabatin,female,Poland,Q36,1979
Grażyna Paturalska,female,Poland,Q36,1957
Tiia Vanhatapio,female,Finland,Q33,1969
Carolina Montagne Roux,female,France,Q142,1851
Monique Lhuillier,female,Philippines,Q928,1971
Muriel King,female,United States,Q30,1900
Nadia Hussain,female,Pakistan,Q843,1979
Wendy Pepper,female,United States,Q30,1964
Yōko Kamoi,female,Empire of Japan,Q188712,1925
Maiko Kurogouchi,female,Japan,Q17,1985
Helena Bohle-Szacka,female,Germany,Q183,1928
Joanna Klimas,female,Poland,Q36,1955
Kaya Ploss Mirecka,female,Poland,Q36,1924
Diana Kotnik Lavtižar,female,Slovenia,Q215,1974
Ilona Bakó,female,Hungary,Q28,1933
Sheranut Yusanonda,female,Thailand,Q869,1988
Anouk Wipprecht,female,Kingdom of the Netherlands,Q29999,1985
Chiyo Tanaka,female,Empire of Japan,Q188712,1906
Mariko Kōga,female,Japan,Q17,1949
Yoshiko Sugino,female,Empire of Japan,Q188712,1892
Yumi Katsura,female,Empire of Japan,Q188712,1930
Yōko Kuwasawa,female,Empire of Japan,Q188712,1910
Itsuko Ueda,female,Empire of Japan,Q188712,1928
Maria Strzelecka,female,Poland,Q36,1975
Małgorzata Baczyńska,female,Poland,Q36,1965
Cindy Ambuehl,female,United States,Q30,1965
Marjorie Montgomery,female,United States,Q30,1912
Brigitte Tulkens,female,Belgium,Q31,1957
Marjolijn Van den Heuvel,female,Belgium,Q31,1976
Nathalie Vleeschouwer,female,Belgium,Q31,1968
Renée Firestone,female,Hungary,Q28,1924
Madame Margé,female,United States,Q30,1878
Alyssa Lopez,female,United States,Q30,1996
Avedis Edward Guerboian,female,United States,Q30,1982
Frances Stein,female,France,Q142,1937
Trelise Cooper,female,New Zealand,Q664,1957
Marte Krogh,female,Norway,Q20,1975
Sigrun Berg,female,Norway,Q20,1901
Kornelie Němečková,female,Czechoslovakia,Q33946,1932
Teresa Rosati,female,Poland,Q36,1946
Aili-Salli Ahde-Kjäldman,female,Finland,Q33,1892
Anne Linnonmaa,female,Finland,Q33,1954
Helen Brockman,female,United States,Q30,1902
Sueko Ōtsuka,female,Empire of Japan,Q188712,1902
Eri Utsugi,female,Japan,Q17,1966
Yuma Koshino,female,Japan,Q17,1968
Lilia Poustovit,female,Ukraine,Q212,1968
Joelle Behlok,female,Lebanon,Q822,1979
Dana Hamdan,female,Jordan,Q810,1979
Salma Salem,female,Iraq,Q796,1973
Glória Coelho,female,Brazil,Q155,1951
Vera Arruda,female,Brazil,Q155,1966
Anna Holtblad,female,Sweden,Q34,1960
Heba Jamal,female,Saudi Arabia,Q851,1986
Miriam Okariz,female,Spain,Q29,1968
Evgenya Zhivkova,female,Bulgaria,Q219,1965
Natali Genova,female,Bulgaria,Q219,1946
Bitte Kai Rand,female,Kingdom of Denmark,Q756617,1956
Claudia Rex,female,Kingdom of Denmark,Q756617,1986
Minna Cheung,female,Finland,Q33,1965
Minna Parikka,female,Finland,Q33,1980
Mirkka Metsola,female,Finland,Q33,1981
Paula Häiväoja,female,Finland,Q33,1929
Ritva-Liisa Pohjalainen,female,Finland,Q33,1949
Ritva Falla,female,Finland,Q33,1952
Stine Goya,female,Kingdom of Denmark,Q756617,1979
Astra Mõistlik,female,Estonia,Q191,1983
Jana Hallas,female,Estonia,Q191,1969
Juta Piirlaid,female,Estonia,Q191,1951
Liivia Leškin,female,Estonia,Q191,1956
Piret Ilves,female,Estonia,Q191,1983
Saima Loik,female,Estonia,Q191,1922
Bari Simon,female,Israel,Q801,1959
Galit Levi,female,Israel,Q801,1971
Jana Janatová,female,Czechoslovakia,Q33946,1968
Martine Sitbon,female,France,Q142,1951
Marija Matušakaitė,female,Lithuania,Q37,1924
Adina Buzatu,female,Romania,Q218,1977
Irina Schrotter,female,Romania,Q218,1965
Zina Dumitrescu,female,Romania,Q218,1936
Amy Atmanto,female,Indonesia,Q252,1973
